id,name,state,country,level,population,latitude,longitude,wiki
7699,Little Rock,AR,,city-us,201998,34.75,-92.29,31975
7702,Little Rock,MN,,city-us,876,47.87,-95.11,2084
7705,Little Rock,SC,,city-us,658,34.48,-79.40,844
7700,Little Rock,IA,,city-us,441,43.44,-95.88,3408
7704,Little Rock,OK,,city-us,327,36.22,-95.08,591
7703,Little Rock,MN,,city-us,206,43.55,-95.88,3005
7701,Little Rock,IL,,city-us,0,41.72,-88.58,506
7706,Little Rock,IN,,city-us,0,38.49,-87.68,208
7707,Little Rock,KY,,city-us,0,38.19,-84.05,154
7708,Little Rock,MN,,city-us,0,45.83,-94.09,387
7709,Little Rock,MS,,city-us,0,32.53,-89.03,574
