id,name,state,county,country,level,population,latitude,longitude,wiki
10911,Dalton,GA,Whitfield County,,city-us,34285,34.770,-84.970,16716
10898,Dalton,MA,Berkshire County,,city-us,6290,42.480,-73.154,8483
10910,Dalton,OH,Wayne County,,city-us,1911,40.799,-81.695,3574
10903,Dalton,PA,Lackawanna County,,city-us,1279,41.534,-75.736,2400
10901,Dalton,NH,Coos County,,city-us,905,44.395,-71.689,3143
10904,Dalton,NY,Livingston County,,city-us,406,42.541,-77.953,811
10900,Dalton,NE,Cheyenne County,,city-us,289,41.407,-102.974,4594
10902,Dalton,WI,Green Lake County,,city-us,229,43.657,-89.207,895
10906,Dalton,MN,Otter Tail County,,city-us,215,46.174,-95.916,3819
10899,Dalton,MO,Chariton County,,city-us,9,39.398,-92.990,5907
10908,Dalton,KS,Sumner County,,city-us,0,37.269,-97.272,595
