id,name,state,county,country,level,population,latitude,longitude,wiki
2500,Boston,MA,Suffolk County,,city-us,654776,42.358,-71.060,69275
2497,Boston,NY,Erie County,,city-us,7932,42.653,-78.755,4719
2502,Boston,GA,Thomas County,,city-us,1209,30.792,-83.790,2482
2493,Boston,VA,Accomack County,,city-us,629,37.609,-75.843,460
2494,Boston,PA,Allegheny County,,city-us,317,40.312,-79.823,263
2496,Boston,TX,Bowie County,,city-us,200,33.442,-94.420,1792
2503,Boston,IN,Wayne County,,city-us,149,39.741,-84.852,3177
2499,Boston,KY,Nelson County,,city-us,128,37.788,-85.673,1071
2495,Boston,MO,Barton County,,city-us,0,37.413,-94.282,665
2498,Boston,AR,Madison County,,city-us,0,35.801,-93.600,779
2501,Boston,OH,Summit County,,city-us,0,41.263,-81.559,719
