id,name,state,county,country,level,population,latitude,longitude,wiki
8495,Freedom,WI,Outagamie County,,city-us,6200,44.386,-88.289,3768
8498,Freedom,CA,Santa Cruz County,,city-us,3399,36.935,-121.773,3989
8493,Freedom,NY,Cattaraugus County,,city-us,2244,42.471,-78.377,3838
8492,Freedom,NH,Carroll County,,city-us,1728,43.842,-71.075,4083
8491,Freedom,PA,Beaver County,,city-us,1479,40.686,-80.252,5498
8500,Freedom,ME,Waldo County,,city-us,729,44.494,-69.348,4158
8499,Freedom,WI,Sauk County,,city-us,452,43.415,-89.901,1969
8494,Freedom,WI,Forest County,,city-us,323,45.442,-88.736,1803
8501,Freedom,OK,Woods County,,city-us,176,36.769,-99.113,4469
8502,Freedom,WY,Lincoln County,,city-us,168,42.985,-111.030,3347
8496,Freedom,IN,Owen County,,city-us,0,39.207,-86.869,1759
8497,Freedom,UT,Sanpete County,,city-us,0,39.542,-111.649,559
