id,name,state,country,level,population,latitude,longitude,wiki
37429,Rome,,Italy,city-international,2872800,41.893,12.483,95406
37414,Rome,GA,,city-us,37746,34.257,-85.165,31580
37422,Rome,NY,,city-us,31974,43.213,-75.456,19209
37419,Rome,OH,,city-us,8648,38.519,-82.339,185
37402,Rome,WI,,city-us,2720,44.221,-89.808,3000
37407,Rome,PA,,city-us,1980,41.736,-79.686,173
37403,Rome,OH,,city-us,1861,41.613,-80.855,1795
37420,Rome,MI,,city-us,1804,41.942,-84.185,2007
36406,Rhome,TX,,city-us,1737,33.053,-97.472,520
37416,Rome,IL,,city-us,1642,38.428,-88.974,1291
37423,Rome,IL,,city-us,1556,40.883,-89.503,1830
37404,Rome,OH,,city-us,1210,39.316,-81.909,185
37418,Rome,ME,,city-us,1155,44.571,-69.893,4463
37417,Rome,WI,,city-us,645,42.980,-88.631,2329
37405,Rome,PA,,city-us,383,41.858,-76.341,2326
37409,Rome,SD,,city-us,258,43.548,-98.033,0
37413,Rome,MN,,city-us,121,43.537,-93.957,1839
37415,Rome,IA,,city-us,118,40.981,-91.682,3142
37401,Rome,OH,,city-us,80,38.666,-83.378,3451
37411,Rome,SD,,city-us,76,44.927,-96.832,0
37406,Rome,AL,,city-us,0,31.142,-86.669,357
37408,Rome,KY,,city-us,0,37.721,-87.181,269
37410,Rome,OH,,city-us,0,40.247,-82.911,320
37412,Rome,MO,,city-us,0,36.842,-92.773,1084
37421,Rome,OR,,city-us,0,42.839,-117.628,1525
37424,Rome,IN,,city-us,0,37.923,-86.524,1363
37425,Rome,OH,,city-us,0,40.926,-82.530,275
37426,Rome,TN,,city-us,0,36.262,-86.072,204
37427,Rome,KS,,city-us,0,37.160,-97.391,523
37428,Rome,MS,,city-us,0,33.963,-90.478,1305
