id,name,state,county,country,level,population,latitude,longitude,wiki
33128,Paris,,,France,city-international,11027000,48.857,2.352,107698
33114,Paris,TX,Lamar County,,city-us,24407,33.661,-95.556,14595
33109,Paris,TN,Henry County,,city-us,10341,36.302,-88.327,9718
33104,Paris,KY,Bourbon County,,city-us,10209,38.210,-84.253,8531
33106,Paris,IL,Edgar County,,city-us,9037,39.628,-87.710,1301
33122,Paris,ME,Oxford County,,city-us,5265,44.248,-70.491,7638
33121,Paris,NY,Oneida County,,city-us,4267,42.973,-75.272,3739
33118,Paris,AR,Logan County,,city-us,3213,35.292,-93.730,11223
33112,Paris,WI,Kenosha County,,city-us,1397,42.634,-88.051,2489
33120,Paris,MO,Monroe County,,city-us,1133,39.481,-92.001,4583
33127,Paris,PA,Washington County,,city-us,691,40.404,-80.513,366
33108,Paris,WI,Grant County,,city-us,662,42.647,-90.617,1689
33103,Paris,ID,Bear Lake County,,city-us,553,42.227,-111.401,4584
33113,Paris,MS,Lafayette County,,city-us,163,34.179,-89.460,627
33107,Paris,VA,Fauquier County,,city-us,0,39.004,-77.951,4891
33116,Paris,IA,Linn County,,city-us,0,42.239,-91.579,924
