id,name,state,country,level,population,latitude,longitude,wiki
38752,Sargent,TX,,city-us,2764,28.835,-95.665,6033
38750,Sargent,NE,,city-us,613,41.673,-99.370,293
38751,Sargent,IL,,city-us,249,39.721,-88.038,942
38748,Sargeant,MN,,city-us,65,43.805,-92.802,2756
38754,Sargent,ND,,city-us,29,46.066,-97.821,1585
38749,Sargent,GA,,city-us,0,33.376,-84.788,357
38753,Sargent,CA,,city-us,0,36.930,-121.586,1457
38755,Sargent,MO,,city-us,0,36.901,-89.506,178
38756,Sargent,MO,,city-us,0,37.087,-92.027,501
39178,Sergeant,PA,,city-us,0,41.634,-78.752,177
