id,name,state,county,country,level,population,latitude,longitude,wiki
39561,Sheridan,WY,Sheridan County,,city-us,19095,44.797,-106.956,20506
39538,Sheridan,CO,Arapahoe County,,city-us,6035,39.647,-105.025,5205
39548,Sheridan,AR,Grant County,,city-us,5012,34.307,-92.401,12740
39565,Sheridan,OR,Yamhill County,,city-us,4658,45.099,-123.395,15840
39549,Sheridan,IN,Hamilton County,,city-us,3080,40.135,-86.221,12423
39551,Sheridan,IL,LaSalle County,,city-us,2646,41.530,-88.680,10336
39539,Sheridan,NY,Chautauqua County,,city-us,2544,42.490,-79.226,3481
39559,Sheridan,CA,Placer County,,city-us,1326,38.980,-121.376,2930
39556,Sheridan,MI,Montcalm County,,city-us,733,43.212,-85.074,4264
39555,Sheridan,MT,Madison County,,city-us,729,45.455,-112.197,3847
39547,Sheridan,WI,Dunn County,,city-us,464,45.168,-91.970,1856
39564,Sheridan,MO,Worth County,,city-us,147,40.518,-94.612,3139
