id,name,state,county,country,level,population,latitude,longitude,wiki
6082,Burbank,CA,Los Angeles County,,city-us,105401,34.181,-118.309,102739
6080,Burbank,IL,Cook County,,city-us,28789,41.734,-87.779,4029
6085,Burbank,CA,Santa Clara County,,city-us,5415,37.323,-121.932,8177
6086,Burbank,WA,Walla Walla County,,city-us,3733,46.200,-119.013,2810
6081,Burbank,MN,Kandiyohi County,,city-us,569,45.359,-94.938,1826
6088,Burbank,OH,Wayne County,,city-us,281,40.989,-81.995,3020
6084,Burbank,OK,Osage County,,city-us,123,36.695,-96.732,4311
6079,Burbank,SD,Clay County,,city-us,93,42.745,-96.829,318
6083,Burbank,UT,Millard County,,city-us,0,38.779,-114.043,1227
6087,Burbank,MO,Wayne County,,city-us,0,37.147,-90.370,339
