id,name,state,county,country,level,population,latitude,longitude,wiki
26317,Winchester,VA,Winchester city,,city-us,28136,39.186,-78.163,27463
26308,Winchester,MA,Middlesex County,,city-us,22875,42.452,-71.137,20822
26302,Winchester,KY,Clark County,,city-us,19071,37.990,-84.180,6397
26309,Winchester,CT,Litchfield County,,city-us,10217,41.927,-73.109,3634
26305,Winchester,TN,Franklin County,,city-us,9546,35.186,-86.112,6269
26311,Winchester,IN,Randolph County,,city-us,4834,40.172,-84.981,3828
26301,Winchester,NH,Cheshire County,,city-us,4201,42.789,-72.395,5358
26312,Winchester,CA,Riverside County,,city-us,3300,33.707,-117.084,4893
26313,Winchester,IL,Scott County,,city-us,1538,39.630,-90.456,2426
26314,Winchester,MO,St. Louis County,,city-us,1425,38.590,-90.528,3131
26300,Winchester,OH,Adams County,,city-us,988,38.942,-83.651,3849
10850,Winchester,WI,Winnebago County,,city-us,640,44.199,-88.665,2384
26310,Winchester,OK,Okmulgee County,,city-us,550,35.786,-95.992,5041
26306,Winchester,KS,Jefferson County,,city-us,450,39.322,-95.267,3989
26315,Winchester,WI,Vilas County,,city-us,383,46.222,-89.898,3363
26307,Winchester,ID,Lewis County,,city-us,295,46.240,-116.624,6263
26304,Winchester,AR,Drew County,,city-us,135,33.775,-91.475,1942
26316,Winchester,WY,Washakie County,,city-us,60,43.874,-108.142,2328
26303,Winchester,OR,Douglas County,,city-us,0,43.280,-123.354,1534
26318,Winchester,OK,Woods County,,city-us,0,36.957,-98.797,1394
