id,name,state,country,level,population,latitude,longitude,wiki
977,Athens,,Greece,city-international,664046,37.98,23.73,73957
953,Athens,GA,,city-us,128711,33.95,-83.37,35384
963,Athens,OH,,city-us,30484,39.33,-82.12,120
952,Athens,AL,,city-us,27027,34.80,-86.97,11822
967,Athens,TN,,city-us,14225,35.44,-84.59,10766
968,Athens,TX,,city-us,12890,32.20,-95.86,5654
965,Athens,PA,,city-us,5185,41.96,-76.56,146
962,Athens,NY,,city-us,3981,42.28,-73.86,5462
960,Athens,MO,,city-us,2109,40.23,-94.29,164
954,Athens,IL,,city-us,1944,39.96,-89.72,2084
970,Athens,WI,,city-us,1064,45.03,-90.07,4577
958,Athens,MI,,city-us,956,42.09,-85.23,3285
957,Athens,ME,,city-us,951,44.97,-69.67,3425
971,Athens,WV,,city-us,933,37.42,-81.02,4253
966,Athens,PA,,city-us,635,41.75,-79.85,146
969,Athens,VT,,city-us,385,43.12,-72.59,2459
964,Athens,OH,,city-us,373,40.20,-81.01,120
956,Athens,LA,,city-us,224,32.65,-93.03,3576
955,Athens,KS,,city-us,67,39.61,-98.33,733
961,Athens,ND,,city-us,39,48.40,-103.61,0
959,Athens,MN,,city-us,0,45.44,-93.25,644
972,Athens,AR,,city-us,0,34.31,-93.98,1307
973,Athens,CA,,city-us,0,33.92,-118.28,2409
974,Athens,IN,,city-us,0,41.05,-86.13,792
975,Athens,MS,,city-us,0,33.87,-88.44,472
976,Athens,VA,,city-us,0,37.99,-77.42,164
