id,name,state,county,country,level,population,latitude,longitude,wiki
2044,Bethlehem,PA,Lehigh County,,city-us,75624,40.626,-75.368,34807
2037,Bethlehem,NY,Albany County,,city-us,34924,42.585,-73.827,14897
6285,Bethlehem,NJ,Hunterdon County,,city-us,3748,40.665,-75.012,14315
2038,Bethlehem,NC,Alexander County,,city-us,3593,35.826,-81.307,2304
2046,Bethlehem,CT,New Haven County,,city-us,3386,41.636,-73.211,7733
2047,Bethlehem,WV,Ohio County,,city-us,2558,40.044,-80.691,2968
2042,Bethlehem,NH,Grafton County,,city-us,956,44.280,-71.688,8177
2039,Bethlehem,GA,Barrow County,,city-us,732,33.932,-83.714,13594
2045,Bethlehem,MS,Marshall County,,city-us,319,34.578,-89.328,680
2040,Bethlehem,MD,Caroline County,,city-us,0,38.746,-75.944,558
2041,Bethlehem,IN,Clark County,,city-us,0,38.539,-85.421,3150
2043,Bethlehem,KY,Henry County,,city-us,0,38.401,-85.069,921
