id,name,state,country,level,population,latitude,longitude,wiki
34407,Frenchtown,MI,,city-us,21643,41.96,-83.36,8818
34408,Frenchtown,MT,,city-us,1734,47.01,-114.23,4699
34409,Frenchtown,NJ,,city-us,1377,40.53,-75.06,15509
34410,Frenchtown,CA,,city-us,364,38.64,-120.91,295
34411,Frenchtown,CA,,city-us,0,39.39,-121.25,219
34412,Frenchtown,IN,,city-us,0,38.31,-86.21,327
34413,Frenchtown,MD,,city-us,0,39.58,-76.08,2520
34414,Frenchtown,OH,,city-us,0,40.25,-84.52,1065
34415,Frenchtown,OH,,city-us,0,41.03,-83.34,176
34416,Frenchtown,PA,,city-us,0,41.61,-80.02,173
