id,name,state,country,level,population,latitude,longitude,wiki
28918,Warsaw,,Poland,city-international,1790658,52.23,21.01,68181
28905,Warsaw,IN,,city-us,15865,41.24,-85.85,10890
28911,Warsaw,NY,,city-us,5316,42.74,-78.13,5405
28910,Warsaw,NC,,city-us,2683,35.00,-78.09,2652
28909,Warsaw,MO,,city-us,2231,38.24,-93.38,5849
28906,Warsaw,KY,,city-us,1727,38.78,-84.90,5239
28914,Warsaw,VA,,city-us,1657,37.96,-76.76,3919
28904,Warsaw,IL,,city-us,1493,40.36,-91.43,4434
28908,Warsaw,MN,,city-us,816,44.25,-93.39,498
28912,Warsaw,OH,,city-us,636,40.34,-82.01,3201
28907,Warsaw,MN,,city-us,603,44.41,-92.97,245
28913,Warsaw,PA,,city-us,0,41.20,-78.95,183
28915,Warsaw,AL,,city-us,0,32.94,-88.20,689
28916,Warsaw,ND,,city-us,0,48.30,-97.25,884
28917,Warsaw,TX,,city-us,0,32.55,-96.42,818
