id,name,state,country,level,population,latitude,longitude,wiki
36503,Richland,WA,,city-us,61929,46.286,-119.284,23036
36502,Richland,OH,,city-us,14362,40.064,-80.911,595
36507,Richland,PA,,city-us,13970,40.459,-75.347,336
36510,Richland,PA,,city-us,12063,40.286,-78.843,336
36496,Richland,PA,,city-us,11779,40.644,-79.958,336
36548,Richland,MS,,city-us,7180,32.239,-90.158,2799
36497,Richland,OH,,city-us,6136,40.869,-83.937,595
36545,Richland,NY,,city-us,5741,43.551,-76.165,3027
36554,Richland,MI,,city-us,3929,43.439,-84.240,529
36514,Richland,OH,,city-us,3547,39.483,-83.641,595
36519,Richland,OH,,city-us,2967,41.298,-84.279,595
36541,Richland,MI,,city-us,2797,43.416,-84.896,529
36509,Richland,KS,,city-us,2623,37.513,-97.088,454
36534,Richland,OH,,city-us,2622,40.499,-83.801,595
36521,Richland,OH,,city-us,2343,39.787,-82.434,595
36524,Richland,OH,,city-us,2059,39.952,-81.442,595
36539,Richland,KS,,city-us,2036,38.672,-94.987,2475
36535,Richland,OH,,city-us,1793,40.520,-83.019,595
36511,Richland,MO,,city-us,1732,37.861,-92.400,7729
36540,Richland,MI,,city-us,1496,44.211,-85.274,529
36533,Richland,PA,,city-us,1492,40.359,-76.258,2468
36559,Richland,GA,,city-us,1479,32.088,-84.667,2846
36555,Richland,NE,,city-us,1363,41.092,-96.622,304
36527,Richland,OH,,city-us,1198,40.493,-82.119,595
36551,Richland,WI,,city-us,1155,43.336,-90.368,1875
36560,Richland,MO,,city-us,1124,36.840,-89.786,155
36529,Richland,MI,,city-us,947,42.376,-85.455,4554
36522,Richland,KS,,city-us,876,37.700,-100.058,333
36566,Richland,OH,,city-us,842,40.861,-83.467,595
36518,Richland,OH,,city-us,827,40.190,-84.572,595
36544,Richland,MI,,city-us,826,44.209,-83.935,529
36556,Richland,IL,,city-us,802,39.390,-88.639,356
36563,Richland,PA,,city-us,763,41.242,-79.675,336
36498,Richland,NJ,,city-us,623,39.492,-74.871,1277
36530,Richland,IA,,city-us,534,41.186,-91.993,4777
36500,Richland,MO,,city-us,482,37.402,-94.240,460
36512,Richland,PA,,city-us,478,41.166,-79.643,336
36557,Richland,IN,,city-us,404,37.945,-87.168,2109
36536,Richland,IL,,city-us,400,40.972,-89.329,356
36525,Richland,KS,,city-us,378,37.963,-97.217,554
36550,Richland,MN,,city-us,377,44.240,-93.102,1998
36532,Richland,IL,,city-us,347,41.149,-89.009,356
36542,Richland,TX,,city-us,265,31.927,-96.429,3461
36546,Richland,KS,,city-us,222,39.087,-97.536,2475
36547,Richland,MO,,city-us,215,40.445,-92.916,7729
36549,Richland,KS,,city-us,203,39.775,-97.424,125
36553,Richland,WI,,city-us,197,45.512,-90.780,1882
36517,Richland,KS,,city-us,172,37.426,-96.878,329
36499,Richland,OR,,city-us,169,44.769,-117.169,3267
36504,Richland,SD,,city-us,166,44.351,-96.495,614
36538,Richland,SD,,city-us,163,43.713,-97.319,614
36515,Richland,SD,,city-us,150,44.945,-97.320,614
36537,Richland,KS,,city-us,146,39.957,-96.406,2475
36564,Richland,MO,,city-us,145,37.893,-94.561,263
36501,Richland,SD,,city-us,103,44.326,-98.033,614
36531,Richland,KS,,city-us,101,37.509,-98.083,821
36561,Richland,SD,,city-us,97,42.759,-96.653,614
36516,Richland,NE,,city-us,73,41.436,-97.213,3129
36505,Richland,SD,,city-us,63,45.800,-98.404,614
36506,Richland,SD,,city-us,57,43.622,-99.082,614
36513,Richland,SD,,city-us,49,44.675,-97.917,614
36558,Richland,KS,,city-us,45,37.956,-98.858,2475
36528,Richland,KS,,city-us,36,39.879,-98.084,786
36520,Richland,SD,,city-us,34,45.367,-98.772,614
36508,Richland,ND,,city-us,29,48.945,-102.338,0
36523,Richland,TN,,city-us,0,36.138,-83.665,326
36526,Richland,MS,,city-us,0,32.974,-89.986,1456
36543,Richland,SC,,city-us,0,34.678,-83.026,221
36552,Richland,IN,,city-us,0,39.498,-85.395,504
36562,Richland,MT,,city-us,0,48.821,-106.051,411
36565,Richland,OH,,city-us,0,39.187,-82.597,320
